"Plot Title: Start 9-3-23"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
46,09/03/23 07:03:15 PM,10.67,74.30,,,,
47,09/03/23 07:13:15 PM,10.77,74.34,,,,
48,09/03/23 07:23:15 PM,10.83,74.37,,,,
49,09/03/23 07:33:15 PM,10.86,74.41,,,,
50,09/03/23 07:43:15 PM,10.77,74.44,,,,
51,09/03/23 07:53:15 PM,10.69,74.44,,,,
52,09/03/23 08:03:15 PM,10.86,74.48,,,,
53,09/03/23 08:13:15 PM,10.80,74.48,,,,
54,09/03/23 08:23:15 PM,10.79,74.52,,,,
55,09/03/23 08:33:15 PM,10.72,74.52,,,,
56,09/03/23 08:43:15 PM,10.87,74.52,,,,
57,09/03/23 08:53:15 PM,10.87,74.55,,,,
58,09/03/23 09:03:15 PM,10.85,74.55,,,,
59,09/03/23 09:13:15 PM,10.79,74.66,,,,
60,09/03/23 09:23:15 PM,10.78,74.66,,,,
61,09/03/23 09:33:15 PM,10.77,74.70,,,,
62,09/03/23 09:43:15 PM,10.61,74.62,,,,
63,09/03/23 09:53:15 PM,10.57,74.62,,,,
64,09/03/23 10:03:15 PM,10.67,74.59,,,,
65,09/03/23 10:13:15 PM,10.54,74.52,,,,
66,09/03/23 10:23:15 PM,10.47,74.52,,,,
67,09/03/23 10:33:15 PM,10.57,74.48,,,,
68,09/03/23 10:43:15 PM,10.56,74.48,,,,
69,09/03/23 10:53:15 PM,10.46,74.44,,,,
70,09/03/23 11:03:15 PM,10.48,74.44,,,,
71,09/03/23 11:13:15 PM,10.30,74.41,,,,
72,09/03/23 11:23:15 PM,10.40,74.37,,,,
73,09/03/23 11:33:15 PM,10.24,74.41,,,,
74,09/03/23 11:43:15 PM,10.02,74.44,,,,
75,09/03/23 11:53:15 PM,10.38,74.48,,,,
76,09/04/23 12:03:15 AM,10.51,74.55,,,,
77,09/04/23 12:13:15 AM,10.48,74.55,,,,
78,09/04/23 12:23:15 AM,10.46,74.59,,,,
79,09/04/23 12:33:15 AM,10.28,74.59,,,,
80,09/04/23 12:43:15 AM,10.14,74.59,,,,
81,09/04/23 12:53:15 AM,10.23,74.59,,,,
82,09/04/23 01:03:15 AM,10.05,74.55,,,,
83,09/04/23 01:13:15 AM,10.00,74.59,,,,
84,09/04/23 01:23:15 AM,10.25,74.52,,,,
85,09/04/23 01:33:15 AM,10.15,74.48,,,,
86,09/04/23 01:43:15 AM,10.00,74.44,,,,
87,09/04/23 01:53:15 AM,9.98,74.41,,,,
88,09/04/23 02:03:15 AM,10.03,74.44,,,,
89,09/04/23 02:13:15 AM,9.99,74.48,,,,
90,09/04/23 02:23:15 AM,9.95,74.48,,,,
91,09/04/23 02:33:15 AM,9.87,74.52,,,,
92,09/04/23 02:43:15 AM,9.86,74.52,,,,
93,09/04/23 02:53:15 AM,9.75,74.52,,,,
94,09/04/23 03:03:15 AM,9.32,74.52,,,,
95,09/04/23 03:13:15 AM,9.70,74.52,,,,
96,09/04/23 03:23:15 AM,9.76,74.52,,,,
97,09/04/23 03:33:15 AM,9.92,74.52,,,,
98,09/04/23 03:43:15 AM,9.92,74.52,,,,
99,09/04/23 03:53:15 AM,9.58,74.55,,,,
100,09/04/23 04:03:15 AM,9.54,74.55,,,,
101,09/04/23 04:13:15 AM,9.65,74.55,,,,
102,09/04/23 04:23:15 AM,9.49,74.52,,,,
103,09/04/23 04:33:15 AM,9.54,74.55,,,,
104,09/04/23 04:43:15 AM,9.58,74.55,,,,
105,09/04/23 04:53:15 AM,9.54,74.55,,,,
106,09/04/23 05:03:15 AM,9.55,74.41,,,,
107,09/04/23 05:13:15 AM,9.45,74.44,,,,
108,09/04/23 05:23:15 AM,9.42,74.41,,,,
109,09/04/23 05:33:15 AM,9.65,74.37,,,,
110,09/04/23 05:43:15 AM,9.26,74.30,,,,
111,09/04/23 05:53:15 AM,9.52,74.30,,,,
112,09/04/23 06:03:15 AM,9.63,74.34,,,,
113,09/04/23 06:13:15 AM,9.46,74.37,,,,
114,09/04/23 06:23:15 AM,9.44,74.37,,,,
115,09/04/23 06:33:15 AM,9.73,74.37,,,,
116,09/04/23 06:43:15 AM,9.47,74.41,,,,
117,09/04/23 06:53:15 AM,9.48,74.41,,,,
118,09/04/23 07:03:15 AM,9.61,74.41,,,,
119,09/04/23 07:13:15 AM,9.57,74.44,,,,
120,09/04/23 07:23:15 AM,9.69,74.41,,,,
121,09/04/23 07:33:15 AM,9.72,74.41,,,,
122,09/04/23 07:43:15 AM,9.61,74.41,,,,
123,09/04/23 07:53:15 AM,9.61,74.41,,,,
124,09/04/23 08:03:15 AM,9.37,74.37,,,,
125,09/04/23 08:13:15 AM,9.72,74.37,,,,
126,09/04/23 08:23:15 AM,9.65,74.34,,,,
127,09/04/23 08:33:15 AM,9.57,74.34,,,,
128,09/04/23 08:43:15 AM,9.94,74.41,,,,
129,09/04/23 08:53:15 AM,9.77,74.37,,,,
130,09/04/23 09:03:15 AM,9.70,74.44,,,,
131,09/04/23 09:13:15 AM,9.70,74.48,,,,
132,09/04/23 09:23:15 AM,9.73,74.44,,,,
133,09/04/23 09:33:15 AM,9.83,74.44,,,,
134,09/04/23 09:43:15 AM,9.56,74.52,,,,
135,09/04/23 09:53:15 AM,9.88,74.55,,,,
136,09/04/23 10:03:15 AM,10.22,74.59,,,,
137,09/04/23 10:13:15 AM,10.34,74.62,,,,
138,09/04/23 10:23:15 AM,10.34,74.66,,,,
139,09/04/23 10:33:15 AM,10.37,74.70,,,,
140,09/04/23 10:43:15 AM,10.41,74.66,,,,
141,09/04/23 10:53:15 AM,10.44,74.77,,,,
142,09/04/23 11:03:15 AM,10.37,74.91,,,,
143,09/04/23 11:13:15 AM,7.43,75.24,,,,
144,09/04/23 11:23:15 AM,8.62,75.49,,,,
145,09/04/23 11:33:15 AM,9.90,75.96,,,,
146,09/04/23 11:43:15 AM,10.14,76.24,,,,
147,09/04/23 11:53:15 AM,10.16,76.46,,,,
148,09/04/23 12:03:15 PM,10.18,76.64,,,,
149,09/04/23 12:13:15 PM,10.30,76.75,,,,
150,09/04/23 12:23:15 PM,10.23,76.75,,,,
151,09/04/23 12:33:15 PM,10.11,76.82,,,,
152,09/04/23 12:43:15 PM,10.14,76.89,,,,
153,09/04/23 12:53:15 PM,10.05,77.00,,,,
154,09/04/23 01:03:15 PM,10.02,77.04,,,,
155,09/04/23 01:13:15 PM,9.90,77.07,,,,
156,09/04/23 01:23:15 PM,9.94,77.18,,,,
157,09/04/23 01:33:15 PM,9.83,77.25,,,,
158,09/04/23 01:43:15 PM,9.79,77.32,,,,
159,09/04/23 01:53:15 PM,9.90,77.40,,,,
160,09/04/23 02:03:15 PM,9.93,77.40,,,,
161,09/04/23 02:13:15 PM,10.05,77.43,,,,
162,09/04/23 02:23:15 PM,9.63,77.40,,,,
163,09/04/23 02:33:15 PM,8.47,77.36,,,,
164,09/04/23 02:43:15 PM,8.93,77.32,,,,
165,09/04/23 02:53:15 PM,8.41,77.29,,,,
166,09/04/23 03:03:15 PM,8.51,77.25,,,,
167,09/04/23 03:13:15 PM,8.11,76.64,,,,
168,09/04/23 03:23:15 PM,8.54,76.32,,,,
169,09/04/23 03:33:15 PM,8.84,75.60,,,,
170,09/04/23 03:43:15 PM,9.24,75.56,,,,
171,09/04/23 03:53:15 PM,8.97,75.81,,,,
172,09/04/23 04:03:15 PM,9.01,76.06,,,,
173,09/04/23 04:13:15 PM,9.15,76.06,,,,
174,09/04/23 04:23:15 PM,9.32,76.21,,,,
175,09/04/23 04:33:15 PM,9.11,76.17,,,,
176,09/04/23 04:43:15 PM,9.83,76.57,,,,
177,09/04/23 04:53:15 PM,9.33,76.86,,,,
178,09/04/23 05:03:15 PM,9.26,76.93,,,,
179,09/04/23 05:13:15 PM,9.71,77.11,,,,
180,09/04/23 05:23:15 PM,9.37,77.07,,,,
181,09/04/23 05:33:15 PM,9.11,77.00,,,,
182,09/04/23 05:43:15 PM,9.91,77.18,,,,
183,09/04/23 05:53:15 PM,10.19,77.47,,,,
184,09/04/23 06:03:15 PM,9.33,77.40,,,,
185,09/04/23 06:13:15 PM,9.73,76.68,,,,
186,09/04/23 06:23:15 PM,10.17,76.21,,,,
187,09/04/23 06:33:15 PM,10.44,76.06,,,,
188,09/04/23 06:43:15 PM,9.93,76.03,,,,
189,09/04/23 06:53:15 PM,8.53,75.96,,,,
190,09/04/23 07:03:15 PM,9.12,75.78,,,,
191,09/04/23 07:13:15 PM,10.46,75.85,,,,
192,09/04/23 07:23:15 PM,10.28,75.81,,,,
193,09/04/23 07:33:15 PM,10.05,75.96,,,,
194,09/04/23 07:43:15 PM,10.38,76.03,,,,
195,09/04/23 07:53:15 PM,10.70,76.10,,,,
196,09/04/23 08:03:15 PM,10.67,76.17,,,,
197,09/04/23 08:13:15 PM,10.69,76.24,,,,
198,09/04/23 08:23:15 PM,10.51,76.32,,,,
199,09/04/23 08:33:15 PM,10.48,76.35,,,,
200,09/04/23 08:43:15 PM,10.48,76.42,,,,
201,09/04/23 08:53:15 PM,10.40,76.46,,,,
202,09/04/23 09:03:15 PM,10.55,76.60,,,,
203,09/04/23 09:13:15 PM,10.68,76.71,,,,
204,09/04/23 09:23:15 PM,10.74,76.89,,,,
205,09/04/23 09:33:15 PM,10.86,76.82,,,,
206,09/04/23 09:43:15 PM,10.82,76.78,,,,
207,09/04/23 09:53:15 PM,10.67,76.75,,,,
208,09/04/23 10:03:15 PM,10.15,76.64,,,,
209,09/04/23 10:13:15 PM,10.00,76.46,,,,
210,09/04/23 10:23:15 PM,10.53,76.86,,,,
211,09/04/23 10:33:15 PM,10.06,76.68,,,,
212,09/04/23 10:43:15 PM,9.57,76.53,,,,
213,09/04/23 10:53:15 PM,9.60,76.32,,,,
214,09/04/23 11:03:15 PM,9.42,76.21,,,,
215,09/04/23 11:13:15 PM,9.29,76.21,,,,
216,09/04/23 11:23:15 PM,9.38,76.17,,,,
217,09/04/23 11:33:15 PM,9.25,76.17,,,,
218,09/04/23 11:43:15 PM,9.24,76.21,,,,
219,09/04/23 11:53:15 PM,9.54,76.21,,,,
220,09/05/23 12:03:15 AM,9.40,76.17,,,,
221,09/05/23 12:13:15 AM,9.31,76.17,,,,
222,09/05/23 12:23:15 AM,9.58,76.24,,,,
223,09/05/23 12:33:15 AM,9.81,76.35,,,,
224,09/05/23 12:43:15 AM,9.84,76.46,,,,
225,09/05/23 12:53:15 AM,9.99,76.60,,,,
226,09/05/23 01:03:15 AM,9.93,76.64,,,,
227,09/05/23 01:13:15 AM,9.93,76.75,,,,
228,09/05/23 01:23:15 AM,9.86,76.78,,,,
229,09/05/23 01:33:15 AM,9.86,76.82,,,,
230,09/05/23 01:43:15 AM,9.88,76.78,,,,
231,09/05/23 01:53:15 AM,9.87,76.82,,,,
232,09/05/23 02:03:15 AM,9.88,76.89,,,,
233,09/05/23 02:13:15 AM,9.76,76.89,,,,
234,09/05/23 02:23:15 AM,9.87,76.96,,,,
235,09/05/23 02:33:15 AM,9.91,76.93,,,,
236,09/05/23 02:43:15 AM,9.91,76.86,,,,
237,09/05/23 02:53:15 AM,9.86,76.89,,,,
238,09/05/23 03:03:15 AM,9.90,76.89,,,,
239,09/05/23 03:13:15 AM,10.11,77.00,,,,
240,09/05/23 03:23:15 AM,9.98,77.04,,,,
241,09/05/23 03:33:15 AM,9.94,77.04,,,,
242,09/05/23 03:43:15 AM,9.96,77.00,,,,
243,09/05/23 03:53:15 AM,9.92,77.00,,,,
244,09/05/23 04:03:15 AM,9.76,77.07,,,,
245,09/05/23 04:13:15 AM,9.68,77.07,,,,
246,09/05/23 04:23:15 AM,9.61,77.07,,,,
247,09/05/23 04:33:15 AM,9.58,77.07,,,,
248,09/05/23 04:43:15 AM,9.56,77.07,,,,
249,09/05/23 04:53:15 AM,9.56,77.07,,,,
250,09/05/23 05:03:15 AM,9.57,77.00,,,,
251,09/05/23 05:13:15 AM,9.56,77.00,,,,
252,09/05/23 05:23:15 AM,9.57,76.96,,,,
253,09/05/23 05:33:15 AM,9.56,76.93,,,,
254,09/05/23 05:43:15 AM,9.46,76.89,,,,
255,09/05/23 05:53:15 AM,9.47,76.86,,,,
256,09/05/23 06:03:15 AM,9.47,76.82,,,,
257,09/05/23 06:13:15 AM,9.39,76.75,,,,
258,09/05/23 06:23:15 AM,9.40,76.71,,,,
259,09/05/23 06:33:15 AM,9.35,76.68,,,,
260,09/05/23 06:43:15 AM,9.33,76.64,,,,
261,09/05/23 06:53:15 AM,9.23,76.64,,,,
262,09/05/23 07:03:15 AM,9.17,76.60,,,,
263,09/05/23 07:13:15 AM,9.22,76.57,,,,
264,09/05/23 07:23:15 AM,9.15,76.57,,,,
265,09/05/23 07:33:15 AM,9.15,76.53,,,,
266,09/05/23 07:43:15 AM,9.16,76.53,,,,
267,09/05/23 07:53:15 AM,9.08,76.50,,,,
268,09/05/23 08:03:15 AM,9.07,76.50,,,,
269,09/05/23 08:13:15 AM,9.09,76.46,,,,
270,09/05/23 08:23:15 AM,9.03,76.46,,,,
271,09/05/23 08:33:15 AM,9.04,76.46,,,,
272,09/05/23 08:43:15 AM,9.17,76.46,,,,
273,09/05/23 08:53:15 AM,9.22,76.53,,,,
274,09/05/23 09:03:15 AM,9.23,76.57,,,,
275,09/05/23 09:13:15 AM,9.27,76.60,,,,
276,09/05/23 09:23:15 AM,9.26,76.60,,,,
277,09/05/23 09:33:15 AM,9.34,76.64,,,,
278,09/05/23 09:43:15 AM,9.32,76.64,,,,
279,09/05/23 09:53:15 AM,9.34,76.64,,,,
280,09/05/23 10:03:15 AM,9.31,76.68,,,,
281,09/05/23 10:13:15 AM,9.56,76.82,,,,
282,09/05/23 10:23:15 AM,9.39,77.00,,,,
283,09/05/23 10:33:15 AM,9.57,77.18,,,,
284,09/05/23 10:43:15 AM,9.32,77.29,,,,
285,09/05/23 10:53:15 AM,9.46,77.40,,,,
286,09/05/23 11:03:15 AM,9.50,77.54,,,,
287,09/05/23 11:13:15 AM,9.57,77.65,,,,
288,09/05/23 11:23:15 AM,9.57,77.76,,,,
289,09/05/23 11:33:15 AM,9.61,77.86,,,,
290,09/05/23 11:43:15 AM,9.62,77.97,,,,
291,09/05/23 11:53:15 AM,9.62,78.04,,,,
292,09/05/23 12:03:15 PM,9.63,78.08,,,,
293,09/05/23 12:13:15 PM,9.40,78.12,,,,
294,09/05/23 12:23:15 PM,9.57,78.19,,,,
295,09/05/23 12:33:15 PM,9.56,78.22,,,,
296,09/05/23 12:43:15 PM,9.60,78.26,,,,
297,09/05/23 12:53:15 PM,9.79,78.37,,,,
298,09/05/23 01:03:15 PM,9.86,78.44,,,,
299,09/05/23 01:13:15 PM,9.71,78.51,,,,
300,09/05/23 01:23:15 PM,9.95,78.73,,,,
301,09/05/23 01:33:15 PM,9.79,78.91,,,,
302,09/05/23 01:43:15 PM,9.78,79.05,,,,
303,09/05/23 01:53:15 PM,9.83,79.12,,,,
304,09/05/23 02:03:15 PM,9.91,79.27,,,,
305,09/05/23 02:13:15 PM,10.01,79.52,,,,
306,09/05/23 02:23:15 PM,10.05,79.59,,,,
307,09/05/23 02:33:15 PM,10.02,79.70,,,,
308,09/05/23 02:43:15 PM,10.03,79.77,,,,
309,09/05/23 02:53:15 PM,10.03,79.88,,,,
310,09/05/23 03:03:15 PM,9.98,79.88,,,,
311,09/05/23 03:13:15 PM,10.01,79.92,,,,
312,09/05/23 03:23:15 PM,9.94,79.92,,,,
313,09/05/23 03:33:15 PM,9.95,79.95,,,,
314,09/05/23 03:43:15 PM,10.02,79.95,,,,
315,09/05/23 03:53:15 PM,10.03,79.95,,,,
316,09/05/23 04:03:15 PM,10.03,79.99,,,,
317,09/05/23 04:13:15 PM,10.06,79.99,,,,
318,09/05/23 04:23:15 PM,10.09,79.99,,,,
319,09/05/23 04:33:15 PM,10.03,80.02,,,,
320,09/05/23 04:43:15 PM,9.98,79.99,,,,
321,09/05/23 04:53:15 PM,10.07,80.02,,,,
322,09/05/23 05:03:15 PM,10.02,80.02,,,,
323,09/05/23 05:13:15 PM,10.18,80.10,,,,
324,09/05/23 05:23:15 PM,9.99,80.24,,,,
325,09/05/23 05:33:15 PM,9.92,80.20,,,,
326,09/05/23 05:43:15 PM,9.96,80.20,,,,
327,09/05/23 05:53:15 PM,10.05,80.13,,,,
328,09/05/23 06:03:15 PM,10.09,80.13,,,,
329,09/05/23 06:13:15 PM,9.90,80.13,,,,
330,09/05/23 06:23:15 PM,9.87,80.10,,,,
331,09/05/23 06:33:15 PM,9.71,80.06,,,,
332,09/05/23 06:43:15 PM,9.85,79.99,,,,
333,09/05/23 06:53:15 PM,9.35,79.63,,,,
334,09/05/23 07:03:15 PM,9.29,79.38,,,,
335,09/05/23 07:13:15 PM,9.25,79.20,,,,
336,09/05/23 07:23:15 PM,9.30,79.12,,,,
337,09/05/23 07:33:15 PM,9.23,78.80,,,,
338,09/05/23 07:43:15 PM,9.39,78.76,,,,
339,09/05/23 07:53:15 PM,9.46,78.69,,,,
340,09/05/23 08:03:15 PM,9.76,78.30,,,,
341,09/05/23 08:13:15 PM,9.79,78.40,,,,
342,09/05/23 08:23:15 PM,10.09,78.40,,,,
343,09/05/23 08:33:15 PM,10.07,78.37,,,,
344,09/05/23 08:43:15 PM,9.99,78.40,,,,
345,09/05/23 08:53:15 PM,9.93,78.40,,,,
346,09/05/23 09:03:15 PM,9.98,78.48,,,,
347,09/05/23 09:13:15 PM,9.90,78.66,,,,
348,09/05/23 09:23:15 PM,9.98,78.80,,,,
349,09/05/23 09:33:15 PM,9.92,79.09,,,,
350,09/05/23 09:43:15 PM,9.63,79.48,,,,
351,09/05/23 09:53:15 PM,9.72,79.52,,,,
352,09/05/23 10:03:15 PM,9.69,79.48,,,,
353,09/05/23 10:13:15 PM,9.70,79.48,,,,
354,09/05/23 10:23:15 PM,9.77,79.41,,,,
355,09/05/23 10:33:15 PM,9.75,79.38,,,,
356,09/05/23 10:43:15 PM,9.69,79.30,,,,
357,09/05/23 10:53:15 PM,9.70,79.27,,,,
358,09/05/23 11:03:15 PM,9.71,79.23,,,,
359,09/05/23 11:13:15 PM,9.68,79.23,,,,
360,09/05/23 11:23:15 PM,9.62,79.20,,,,
361,09/05/23 11:33:15 PM,9.69,79.12,,,,
362,09/05/23 11:43:15 PM,9.61,79.05,,,,
363,09/05/23 11:53:15 PM,9.53,79.05,,,,
364,09/06/23 12:03:15 AM,9.55,79.02,,,,
365,09/06/23 12:13:15 AM,9.48,79.02,,,,
366,09/06/23 12:23:15 AM,9.50,78.98,,,,
367,09/06/23 12:33:15 AM,9.48,78.98,,,,
368,09/06/23 12:43:15 AM,9.44,78.94,,,,
369,09/06/23 12:53:15 AM,9.40,78.94,,,,
370,09/06/23 01:03:15 AM,9.47,78.91,,,,
371,09/06/23 01:13:15 AM,9.45,78.91,,,,
372,09/06/23 01:23:15 AM,9.47,78.91,,,,
373,09/06/23 01:33:15 AM,9.32,78.91,,,,
374,09/06/23 01:43:15 AM,9.35,78.87,,,,
375,09/06/23 01:53:15 AM,9.30,78.84,,,,
376,09/06/23 02:03:15 AM,9.37,78.80,,,,
377,09/06/23 02:13:15 AM,9.26,78.80,,,,
378,09/06/23 02:23:15 AM,9.26,78.76,,,,
379,09/06/23 02:33:15 AM,9.11,78.73,,,,
380,09/06/23 02:43:15 AM,9.12,78.73,,,,
381,09/06/23 02:53:15 AM,9.12,78.73,,,,
382,09/06/23 03:03:15 AM,9.17,78.66,,,,
383,09/06/23 03:13:15 AM,9.04,78.66,,,,
384,09/06/23 03:23:15 AM,9.21,78.66,,,,
385,09/06/23 03:33:15 AM,9.12,78.62,,,,
386,09/06/23 03:43:15 AM,9.17,78.62,,,,
387,09/06/23 03:53:15 AM,9.15,78.62,,,,
388,09/06/23 04:03:15 AM,9.14,78.58,,,,
389,09/06/23 04:13:15 AM,9.11,78.55,,,,
390,09/06/23 04:23:15 AM,9.09,78.51,,,,
391,09/06/23 04:33:15 AM,9.14,78.48,,,,
392,09/06/23 04:43:15 AM,9.14,78.44,,,,
393,09/06/23 04:53:15 AM,9.12,78.40,,,,
394,09/06/23 05:03:15 AM,9.07,78.40,,,,
395,09/06/23 05:13:15 AM,9.07,78.37,,,,
396,09/06/23 05:23:15 AM,9.01,78.33,,,,
397,09/06/23 05:33:15 AM,9.07,78.30,,,,
398,09/06/23 05:43:15 AM,9.07,78.26,,,,
399,09/06/23 05:53:15 AM,9.04,78.22,,,,
400,09/06/23 06:03:15 AM,8.99,78.15,,,,
401,09/06/23 06:13:15 AM,9.02,78.15,,,,
402,09/06/23 06:23:15 AM,9.02,78.12,,,,
403,09/06/23 06:33:15 AM,8.96,78.04,,,,
404,09/06/23 06:43:15 AM,8.99,78.04,,,,
405,09/06/23 06:53:15 AM,8.93,78.01,,,,
406,09/06/23 07:03:15 AM,8.96,77.97,,,,
407,09/06/23 07:13:15 AM,8.96,77.94,,,,
408,09/06/23 07:23:15 AM,8.92,77.90,,,,
409,09/06/23 07:33:15 AM,8.93,77.86,,,,
410,09/06/23 07:43:15 AM,8.85,77.86,,,,
411,09/06/23 07:53:15 AM,8.95,77.83,,,,
412,09/06/23 08:03:15 AM,8.94,77.83,,,,
413,09/06/23 08:13:15 AM,8.86,77.83,,,,
414,09/06/23 08:23:15 AM,8.80,77.83,,,,
415,09/06/23 08:33:15 AM,8.81,77.83,,,,
416,09/06/23 08:43:15 AM,8.80,77.86,,,,
417,09/06/23 08:53:15 AM,8.89,77.86,,,,
418,09/06/23 09:03:15 AM,8.97,77.86,,,,
419,09/06/23 09:13:15 AM,9.03,77.86,,,,
420,09/06/23 09:23:15 AM,9.07,77.90,,,,
421,09/06/23 09:33:15 AM,9.09,77.94,,,,
422,09/06/23 09:43:15 AM,8.97,77.97,,,,
423,09/06/23 09:53:15 AM,8.96,78.04,,,,
424,09/06/23 10:03:15 AM,8.76,78.04,,,,
425,09/06/23 10:13:15 AM,8.71,78.12,,,,
426,09/06/23 10:23:15 AM,8.77,78.12,,,,
427,09/06/23 10:33:15 AM,8.79,78.15,,,,
428,09/06/23 10:43:15 AM,8.84,78.26,,,,
429,09/06/23 10:53:15 AM,8.92,78.33,,,,
430,09/06/23 11:03:15 AM,9.06,78.40,,,,
431,09/06/23 11:13:15 AM,9.12,78.48,,,,
432,09/06/23 11:23:15 AM,9.11,78.62,,,,
433,09/06/23 11:33:15 AM,9.12,78.73,,,,
434,09/06/23 11:43:15 AM,9.21,78.80,,,,
435,09/06/23 11:53:15 AM,9.24,78.94,,,,
436,09/06/23 12:03:15 PM,9.30,79.12,,,,
437,09/06/23 12:13:15 PM,9.34,79.27,,,,
438,09/06/23 12:23:15 PM,9.34,79.41,,,,
439,09/06/23 12:33:15 PM,9.38,79.52,,,,
440,09/06/23 12:43:15 PM,9.35,79.59,,,,
441,09/06/23 12:53:15 PM,9.40,79.63,,,,
442,09/06/23 01:03:15 PM,9.29,79.74,,,,
443,09/06/23 01:13:15 PM,9.41,79.81,,,,
444,09/06/23 01:23:15 PM,9.44,79.84,,,,
445,09/06/23 01:33:15 PM,9.37,79.92,,,,
446,09/06/23 01:43:15 PM,9.47,80.02,,,,
447,09/06/23 01:53:15 PM,9.52,80.10,,,,
448,09/06/23 02:03:15 PM,9.58,80.13,,,,
449,09/06/23 02:13:15 PM,9.60,80.24,,,,
450,09/06/23 02:23:15 PM,9.65,80.28,,,,
451,09/06/23 02:33:15 PM,9.64,80.46,,,,
452,09/06/23 02:43:15 PM,9.67,80.53,,,,
453,09/06/23 02:53:15 PM,9.63,80.64,,,,
454,09/06/23 03:03:15 PM,9.65,80.71,,,,
455,09/06/23 03:13:15 PM,9.56,80.78,,,,
456,09/06/23 03:23:15 PM,9.71,80.82,,,,
457,09/06/23 03:33:15 PM,9.71,80.85,,,,
458,09/06/23 03:43:15 PM,9.76,80.92,,,,
459,09/06/23 03:53:15 PM,9.71,80.96,,,,
460,09/06/23 04:03:15 PM,9.77,81.03,,,,
461,09/06/23 04:13:15 PM,9.72,81.10,,,,
462,09/06/23 04:23:15 PM,9.67,81.21,,,,
463,09/06/23 04:33:15 PM,9.73,81.25,,,,
464,09/06/23 04:43:15 PM,9.65,81.28,,,,
465,09/06/23 04:53:15 PM,9.62,81.39,,,,
466,09/06/23 05:03:15 PM,9.58,81.46,,,,
467,09/06/23 05:13:15 PM,9.58,81.43,,,,
468,09/06/23 05:23:15 PM,9.57,81.36,,,,
