"Plot Title: Start 8-17-23"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Host Connected (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
110,08/18/23 10:05:43 AM,6.85,75.85,,,,,
111,08/18/23 10:15:43 AM,6.89,75.88,,,,,
112,08/18/23 10:25:43 AM,6.96,75.88,,,,,
113,08/18/23 10:35:43 AM,7.06,75.88,,,,,
114,08/18/23 10:45:43 AM,7.08,75.92,,,,,
115,08/18/23 10:55:43 AM,7.03,75.88,,,,,
116,08/18/23 11:05:43 AM,7.16,75.99,,,,,
117,08/18/23 11:15:43 AM,7.25,76.17,,,,,
118,08/18/23 11:25:43 AM,7.33,76.32,,,,,
119,08/18/23 11:35:43 AM,7.44,76.42,,,,,
120,08/18/23 11:45:43 AM,7.53,76.53,,,,,
121,08/18/23 11:55:43 AM,7.43,76.57,,,,,
122,08/18/23 12:05:43 PM,7.47,76.60,,,,,
123,08/18/23 12:15:43 PM,7.54,76.64,,,,,
124,08/18/23 12:25:43 PM,7.66,76.71,,,,,
125,08/18/23 12:35:43 PM,7.40,76.71,,,,,
126,08/18/23 12:45:43 PM,7.50,76.82,,,,,
127,08/18/23 12:55:43 PM,7.39,76.82,,,,,
128,08/18/23 01:05:43 PM,7.48,76.93,,,,,
129,08/18/23 01:15:43 PM,7.67,77.04,,,,,
130,08/18/23 01:25:43 PM,7.28,77.04,,,,,
131,08/18/23 01:35:43 PM,7.21,77.14,,,,,
132,08/18/23 01:45:43 PM,7.33,77.29,,,,,
133,08/18/23 01:55:43 PM,7.66,77.50,,,,,
134,08/18/23 02:05:43 PM,7.57,77.72,,,,,
135,08/18/23 02:15:43 PM,7.46,77.68,,,,,
136,08/18/23 02:25:43 PM,7.46,77.76,,,,,
137,08/18/23 02:35:43 PM,7.55,77.79,,,,,
138,08/18/23 02:45:43 PM,7.56,77.86,,,,,
139,08/18/23 02:55:43 PM,7.82,77.97,,,,,
140,08/18/23 03:05:43 PM,7.49,78.15,,,,,
141,08/18/23 03:15:43 PM,7.44,78.12,,,,,
142,08/18/23 03:25:43 PM,7.74,78.37,,,,,
143,08/18/23 03:35:43 PM,8.02,78.58,,,,,
144,08/18/23 03:45:43 PM,8.03,78.66,,,,,
145,08/18/23 03:55:43 PM,7.89,78.66,,,,,
146,08/18/23 04:05:43 PM,8.05,78.69,,,,,
147,08/18/23 04:15:43 PM,8.10,78.76,,,,,
148,08/18/23 04:25:43 PM,8.00,78.76,,,,,
149,08/18/23 04:35:43 PM,7.86,78.66,,,,,
150,08/18/23 04:45:43 PM,7.59,78.48,,,,,
151,08/18/23 04:55:43 PM,8.04,78.33,,,,,
152,08/18/23 05:05:43 PM,8.15,78.33,,,,,
153,08/18/23 05:15:43 PM,8.31,78.40,,,,,
154,08/18/23 05:25:43 PM,8.18,78.33,,,,,
155,08/18/23 05:35:43 PM,8.26,78.30,,,,,
156,08/18/23 05:45:43 PM,8.27,78.30,,,,,
157,08/18/23 05:55:43 PM,8.35,78.26,,,,,
158,08/18/23 06:05:43 PM,8.34,78.22,,,,,
159,08/18/23 06:15:43 PM,8.34,78.12,,,,,
160,08/18/23 06:25:43 PM,8.15,78.12,,,,,
161,08/18/23 06:35:43 PM,8.16,78.01,,,,,
162,08/18/23 06:45:43 PM,8.24,77.97,,,,,
163,08/18/23 06:55:43 PM,8.05,78.08,,,,,
164,08/18/23 07:05:43 PM,8.13,78.12,,,,,
165,08/18/23 07:15:43 PM,8.00,78.08,,,,,
166,08/18/23 07:25:43 PM,7.95,78.19,,,,,
167,08/18/23 07:35:43 PM,8.04,78.19,,,,,
168,08/18/23 07:45:43 PM,8.17,78.30,,,,,
169,08/18/23 07:55:43 PM,8.16,78.40,,,,,
170,08/18/23 08:05:43 PM,8.26,78.48,,,,,
171,08/18/23 08:15:43 PM,8.10,78.37,,,,,
172,08/18/23 08:25:43 PM,7.92,78.30,,,,,
173,08/18/23 08:35:43 PM,8.19,78.26,,,,,
174,08/18/23 08:45:43 PM,7.59,78.15,,,,,
175,08/18/23 08:55:43 PM,7.46,77.97,,,,,
176,08/18/23 09:05:43 PM,7.48,77.83,,,,,
177,08/18/23 09:15:43 PM,8.01,78.01,,,,,
178,08/18/23 09:25:43 PM,7.59,77.94,,,,,
179,08/18/23 09:35:43 PM,7.97,77.94,,,,,
180,08/18/23 09:45:43 PM,7.89,77.90,,,,,
181,08/18/23 09:55:43 PM,7.23,77.83,,,,,
182,08/18/23 10:05:43 PM,6.90,77.43,,,,,
183,08/18/23 10:15:43 PM,7.33,77.54,,,,,
184,08/18/23 10:25:43 PM,7.43,77.43,,,,,
185,08/18/23 10:35:43 PM,7.64,77.54,,,,,
186,08/18/23 10:45:43 PM,7.96,77.50,,,,,
187,08/18/23 10:55:43 PM,7.85,77.47,,,,,
188,08/18/23 11:05:43 PM,7.69,77.43,,,,,
189,08/18/23 11:15:43 PM,7.77,77.40,,,,,
190,08/18/23 11:25:43 PM,7.84,77.36,,,,,
191,08/18/23 11:35:43 PM,7.77,77.29,,,,,
192,08/18/23 11:45:43 PM,7.81,77.22,,,,,
193,08/18/23 11:55:43 PM,7.73,77.14,,,,,
194,08/19/23 12:05:43 AM,7.58,77.14,,,,,
195,08/19/23 12:15:43 AM,7.41,77.07,,,,,
196,08/19/23 12:25:43 AM,7.36,77.04,,,,,
197,08/19/23 12:35:43 AM,7.00,77.00,,,,,
198,08/19/23 12:45:43 AM,7.41,76.96,,,,,
199,08/19/23 12:55:43 AM,6.90,76.89,,,,,
200,08/19/23 01:05:43 AM,7.32,76.86,,,,,
201,08/19/23 01:15:43 AM,7.27,76.82,,,,,
202,08/19/23 01:25:43 AM,6.98,76.82,,,,,
203,08/19/23 01:35:43 AM,6.94,76.75,,,,,
204,08/19/23 01:45:43 AM,7.23,76.71,,,,,
205,08/19/23 01:55:43 AM,6.80,76.68,,,,,
206,08/19/23 02:05:43 AM,6.46,76.60,,,,,
207,08/19/23 02:15:43 AM,6.93,76.60,,,,,
208,08/19/23 02:25:43 AM,6.87,76.57,,,,,
209,08/19/23 02:35:43 AM,6.88,76.53,,,,,
210,08/19/23 02:45:43 AM,6.47,76.46,,,,,
211,08/19/23 02:55:43 AM,6.83,76.42,,,,,
212,08/19/23 03:05:43 AM,6.69,76.39,,,,,
213,08/19/23 03:15:43 AM,6.51,76.35,,,,,
214,08/19/23 03:25:43 AM,6.50,76.28,,,,,
215,08/19/23 03:35:43 AM,6.48,76.24,,,,,
216,08/19/23 03:45:43 AM,6.56,76.17,,,,,
217,08/19/23 03:55:43 AM,6.43,76.17,,,,,
218,08/19/23 04:05:43 AM,6.41,76.14,,,,,
219,08/19/23 04:15:43 AM,6.25,76.10,,,,,
220,08/19/23 04:25:43 AM,6.16,76.06,,,,,
221,08/19/23 04:35:43 AM,5.95,76.03,,,,,
222,08/19/23 04:45:43 AM,5.94,75.99,,,,,
223,08/19/23 04:55:43 AM,5.86,75.96,,,,,
224,08/19/23 05:05:43 AM,5.88,75.96,,,,,
225,08/19/23 05:15:43 AM,5.76,75.92,,,,,
226,08/19/23 05:25:43 AM,5.44,75.88,,,,,
227,08/19/23 05:35:43 AM,5.36,75.85,,,,,
228,08/19/23 05:45:43 AM,5.63,75.81,,,,,
229,08/19/23 05:55:43 AM,5.58,75.81,,,,,
230,08/19/23 06:05:43 AM,5.56,75.78,,,,,
231,08/19/23 06:15:43 AM,5.65,75.74,,,,,
232,08/19/23 06:25:43 AM,5.71,75.70,,,,,
233,08/19/23 06:35:43 AM,5.72,75.67,,,,,
234,08/19/23 06:45:43 AM,5.66,75.63,,,,,
235,08/19/23 06:55:43 AM,5.64,75.60,,,,,
236,08/19/23 07:05:43 AM,5.75,75.56,,,,,
237,08/19/23 07:15:43 AM,5.57,75.56,,,,,
238,08/19/23 07:25:43 AM,5.67,75.52,,,,,
239,08/19/23 07:35:43 AM,5.83,75.49,,,,,
240,08/19/23 07:45:43 AM,5.73,75.49,,,,,
241,08/19/23 07:55:43 AM,5.76,75.49,,,,,
242,08/19/23 08:05:43 AM,5.65,75.49,,,,,
243,08/19/23 08:15:43 AM,5.73,75.49,,,,,
244,08/19/23 08:25:43 AM,5.81,75.49,,,,,
245,08/19/23 08:35:43 AM,5.86,75.45,,,,,
246,08/19/23 08:45:43 AM,5.81,75.45,,,,,
247,08/19/23 08:55:43 AM,5.79,75.45,,,,,
248,08/19/23 09:05:43 AM,5.85,75.45,,,,,
249,08/19/23 09:15:43 AM,5.86,75.45,,,,,
250,08/19/23 09:25:43 AM,5.90,75.45,,,,,
251,08/19/23 09:35:43 AM,6.09,75.42,,,,,
252,08/19/23 09:45:43 AM,6.24,75.38,,,,,
253,08/19/23 09:55:43 AM,6.22,75.31,,,,,
254,08/19/23 10:05:43 AM,6.42,75.27,,,,,
255,08/19/23 10:15:43 AM,6.44,75.20,,,,,
256,08/19/23 10:25:43 AM,6.28,75.16,,,,,
257,08/19/23 10:35:43 AM,5.83,75.13,,,,,
258,08/19/23 10:45:43 AM,5.73,75.16,,,,,
259,08/19/23 10:55:43 AM,5.68,75.13,,,,,
260,08/19/23 11:05:43 AM,6.50,75.16,,,,,
261,08/19/23 11:15:43 AM,6.62,75.16,,,,,
262,08/19/23 11:25:43 AM,6.44,75.13,,,,,
263,08/19/23 11:35:43 AM,6.63,75.13,,,,,
264,08/19/23 11:45:43 AM,6.66,75.16,,,,,
265,08/19/23 11:55:43 AM,6.72,75.20,,,,,
266,08/19/23 12:05:43 PM,6.27,75.24,,,,,
267,08/19/23 12:15:43 PM,6.13,75.20,,,,,
268,08/19/23 12:25:43 PM,6.05,75.20,,,,,
269,08/19/23 12:35:43 PM,6.08,75.24,,,,,
270,08/19/23 12:45:43 PM,6.09,75.27,,,,,
271,08/19/23 12:55:43 PM,6.44,75.38,,,,,
272,08/19/23 01:05:43 PM,6.85,75.49,,,,,
273,08/19/23 01:15:43 PM,6.95,75.56,,,,,
274,08/19/23 01:25:43 PM,6.62,75.60,,,,,
275,08/19/23 01:35:43 PM,6.74,75.67,,,,,
276,08/19/23 01:45:43 PM,6.78,75.74,,,,,
277,08/19/23 01:55:43 PM,6.93,75.78,,,,,
278,08/19/23 02:05:43 PM,7.08,75.85,,,,,
279,08/19/23 02:15:43 PM,7.06,75.88,,,,,
280,08/19/23 02:25:43 PM,6.94,75.85,,,,,
281,08/19/23 02:35:43 PM,6.80,75.74,,,,,
282,08/19/23 02:45:43 PM,6.71,75.70,,,,,
283,08/19/23 02:55:43 PM,6.74,75.70,,,,,
284,08/19/23 03:05:43 PM,6.87,75.74,,,,,
285,08/19/23 03:15:43 PM,6.93,75.81,,,,,
286,08/19/23 03:25:43 PM,7.27,75.96,,,,,
287,08/19/23 03:35:43 PM,7.28,76.06,,,,,
288,08/19/23 03:45:43 PM,7.30,75.99,,,,,
289,08/19/23 03:55:43 PM,7.21,75.96,,,,,
290,08/19/23 04:05:43 PM,6.89,75.92,,,,,
291,08/19/23 04:15:43 PM,6.12,75.63,,,,,
292,08/19/23 04:25:43 PM,6.71,75.70,,,,,
293,08/19/23 04:35:43 PM,7.02,75.81,,,,,
294,08/19/23 04:45:43 PM,7.36,75.88,,,,,
295,08/19/23 04:55:43 PM,7.51,76.10,,,,,
296,08/19/23 05:05:43 PM,7.58,76.21,,,,,
297,08/19/23 05:15:43 PM,7.80,76.42,,,,,
298,08/19/23 05:25:43 PM,7.93,76.68,,,,,
299,08/19/23 05:35:43 PM,8.25,76.89,,,,,
300,08/19/23 05:45:43 PM,8.25,77.00,,,,,
301,08/19/23 05:55:43 PM,8.24,77.00,,,,,
302,08/19/23 06:05:43 PM,8.22,76.96,,,,,
303,08/19/23 06:15:43 PM,8.18,76.96,,,,,
304,08/19/23 06:25:43 PM,7.65,76.64,,,,,
305,08/19/23 06:35:43 PM,7.77,76.57,,,,,
306,08/19/23 06:45:43 PM,7.97,76.60,,,,,
307,08/19/23 06:55:43 PM,7.54,76.50,,,,,
308,08/19/23 07:05:43 PM,7.65,76.42,,,,,
309,08/19/23 07:15:43 PM,7.50,76.39,,,,,
310,08/19/23 07:25:43 PM,7.21,76.32,,,,,
311,08/19/23 07:35:43 PM,6.95,76.21,,,,,
312,08/19/23 07:45:43 PM,6.35,76.06,,,,,
313,08/19/23 07:55:43 PM,6.43,75.92,,,,,
314,08/19/23 08:05:43 PM,6.41,75.99,,,,,
315,08/19/23 08:15:43 PM,5.98,75.88,,,,,
316,08/19/23 08:25:43 PM,5.94,75.99,,,,,
317,08/19/23 08:35:43 PM,6.13,75.96,,,,,
318,08/19/23 08:45:43 PM,5.96,75.92,,,,,
319,08/19/23 08:55:43 PM,6.20,75.88,,,,,
320,08/19/23 09:05:43 PM,6.37,75.88,,,,,
321,08/19/23 09:15:43 PM,6.24,75.96,,,,,
322,08/19/23 09:25:43 PM,6.56,75.99,,,,,
323,08/19/23 09:35:43 PM,6.05,75.92,,,,,
324,08/19/23 09:45:43 PM,6.65,75.96,,,,,
325,08/19/23 09:55:43 PM,7.15,75.99,,,,,
326,08/19/23 10:05:43 PM,7.01,76.03,,,,,
327,08/19/23 10:15:43 PM,7.67,76.03,,,,,
328,08/19/23 10:25:43 PM,7.31,75.96,,,,,
329,08/19/23 10:35:43 PM,7.48,75.92,,,,,
330,08/19/23 10:45:43 PM,7.36,75.85,,,,,
331,08/19/23 10:55:43 PM,7.74,75.85,,,,,
332,08/19/23 11:05:43 PM,7.58,75.78,,,,,
333,08/19/23 11:15:43 PM,7.57,75.74,,,,,
334,08/19/23 11:25:43 PM,7.71,75.70,,,,,
335,08/19/23 11:35:43 PM,7.70,75.67,,,,,
336,08/19/23 11:45:43 PM,7.72,75.60,,,,,
337,08/19/23 11:55:43 PM,7.73,75.56,,,,,
338,08/20/23 12:05:43 AM,7.54,75.52,,,,,
339,08/20/23 12:15:43 AM,7.48,75.49,,,,,
340,08/20/23 12:25:43 AM,7.47,75.42,,,,,
341,08/20/23 12:35:43 AM,7.43,75.38,,,,,
342,08/20/23 12:45:43 AM,7.38,75.34,,,,,
343,08/20/23 12:55:43 AM,7.18,75.31,,,,,
344,08/20/23 01:05:43 AM,7.09,75.31,,,,,
345,08/20/23 01:15:43 AM,6.95,75.24,,,,,
346,08/20/23 01:25:43 AM,6.97,75.20,,,,,
347,08/20/23 01:35:43 AM,6.97,75.16,,,,,
348,08/20/23 01:45:43 AM,6.87,75.13,,,,,
349,08/20/23 01:55:43 AM,6.82,75.09,,,,,
350,08/20/23 02:05:43 AM,6.75,75.06,,,,,
351,08/20/23 02:15:43 AM,6.70,75.06,,,,,
352,08/20/23 02:25:43 AM,6.70,75.02,,,,,
353,08/20/23 02:35:43 AM,6.65,74.95,,,,,
354,08/20/23 02:45:43 AM,6.62,74.95,,,,,
355,08/20/23 02:55:43 AM,6.57,74.91,,,,,
356,08/20/23 03:05:43 AM,6.44,74.91,,,,,
357,08/20/23 03:15:43 AM,6.50,74.88,,,,,
358,08/20/23 03:25:43 AM,6.41,74.84,,,,,
359,08/20/23 03:35:43 AM,6.48,74.84,,,,,
360,08/20/23 03:45:43 AM,6.35,74.80,,,,,
361,08/20/23 03:55:43 AM,6.27,74.77,,,,,
362,08/20/23 04:05:43 AM,6.32,74.73,,,,,
363,08/20/23 04:15:43 AM,6.22,74.70,,,,,
364,08/20/23 04:25:43 AM,6.24,74.70,,,,,
365,08/20/23 04:35:43 AM,6.20,74.66,,,,,
366,08/20/23 04:45:43 AM,6.14,74.66,,,,,
367,08/20/23 04:55:43 AM,6.11,74.62,,,,,
368,08/20/23 05:05:43 AM,6.04,74.59,,,,,
369,08/20/23 05:15:43 AM,6.09,74.55,,,,,
370,08/20/23 05:25:43 AM,6.09,74.52,,,,,
371,08/20/23 05:35:43 AM,6.02,74.48,,,,,
372,08/20/23 05:45:43 AM,5.98,74.44,,,,,
373,08/20/23 05:55:43 AM,6.19,74.41,,,,,
374,08/20/23 06:05:43 AM,6.01,74.41,,,,,
375,08/20/23 06:15:43 AM,6.14,74.34,,,,,
376,08/20/23 06:25:43 AM,6.09,74.30,,,,,
377,08/20/23 06:35:43 AM,5.98,74.30,,,,,
378,08/20/23 06:45:43 AM,5.91,74.23,,,,,
379,08/20/23 06:55:43 AM,6.22,74.23,,,,,
380,08/20/23 07:05:43 AM,5.99,74.19,,,,,
381,08/20/23 07:15:43 AM,6.04,74.19,,,,,
382,08/20/23 07:25:43 AM,6.12,74.16,,,,,
383,08/20/23 07:35:43 AM,6.11,74.16,,,,,
384,08/20/23 07:45:43 AM,6.06,74.12,,,,,
385,08/20/23 07:55:43 AM,6.14,74.08,,,,,
386,08/20/23 08:05:43 AM,6.16,74.08,,,,,
387,08/20/23 08:15:43 AM,6.11,74.12,,,,,
388,08/20/23 08:25:43 AM,6.18,74.12,,,,,
389,08/20/23 08:35:43 AM,6.14,74.16,,,,,
390,08/20/23 08:45:43 AM,6.16,74.16,,,,,
391,08/20/23 08:55:43 AM,6.06,74.19,,,,,
392,08/20/23 09:05:43 AM,6.01,74.05,,,,,
393,08/20/23 09:15:43 AM,5.74,74.01,,,,,
394,08/20/23 09:25:43 AM,5.56,73.98,,,,,
395,08/20/23 09:35:43 AM,5.56,73.94,,,,,
396,08/20/23 09:45:43 AM,5.49,73.94,,,,,
397,08/20/23 09:55:43 AM,5.49,73.87,,,,,
398,08/20/23 10:05:43 AM,5.60,73.83,,,,,
399,08/20/23 10:15:43 AM,5.47,73.80,,,,,
400,08/20/23 10:25:43 AM,5.68,73.80,,,,,
401,08/20/23 10:35:43 AM,5.93,73.80,,,,,
402,08/20/23 10:45:43 AM,6.13,73.83,,,,,
403,08/20/23 10:55:43 AM,6.35,73.87,,,,,
404,08/20/23 11:05:43 AM,6.50,73.90,,,,,
405,08/20/23 11:15:43 AM,5.91,73.87,,,,,
406,08/20/23 11:25:43 AM,5.88,73.80,,,,,
407,08/20/23 11:35:43 AM,6.46,73.83,,,,,
408,08/20/23 11:45:43 AM,6.28,73.87,,,,,
409,08/20/23 11:55:43 AM,6.40,73.83,,,,,
410,08/20/23 12:05:43 PM,6.70,73.90,,,,,
411,08/20/23 12:15:43 PM,6.66,73.90,,,,,
412,08/20/23 12:25:43 PM,6.31,73.83,,,,,
413,08/20/23 12:35:43 PM,6.18,73.80,,,,,
414,08/20/23 12:45:43 PM,6.40,73.83,,,,,
415,08/20/23 12:55:43 PM,6.94,73.90,,,,,
416,08/20/23 01:05:43 PM,6.90,73.98,,,,,
417,08/20/23 01:15:43 PM,7.03,74.05,,,,,
418,08/20/23 01:25:43 PM,7.11,74.12,,,,,
419,08/20/23 01:35:43 PM,7.26,74.19,,,,,
420,08/20/23 01:45:43 PM,7.15,74.34,,,,,
421,08/20/23 01:55:43 PM,7.02,74.37,,,,,
422,08/20/23 02:05:43 PM,6.74,74.34,,,,,
423,08/20/23 02:15:43 PM,6.75,74.37,,,,,
424,08/20/23 02:25:43 PM,6.85,74.41,,,,,
425,08/20/23 02:35:43 PM,6.93,74.44,,,,,
426,08/20/23 02:45:43 PM,7.10,74.52,,,,,
427,08/20/23 02:55:43 PM,7.06,74.55,,,,,
428,08/20/23 03:05:43 PM,7.06,74.55,,,,,
429,08/20/23 03:15:43 PM,7.02,74.52,,,,,
430,08/20/23 03:25:43 PM,7.19,74.55,,,,,
431,08/20/23 03:35:43 PM,7.35,74.62,,,,,
432,08/20/23 03:45:43 PM,7.53,74.66,,,,,
433,08/20/23 03:55:43 PM,7.36,74.62,,,,,
434,08/20/23 04:05:43 PM,6.98,74.48,,,,,
435,08/20/23 04:15:43 PM,7.05,74.37,,,,,
436,08/20/23 04:25:43 PM,7.19,74.44,,,,,
437,08/20/23 04:35:43 PM,7.43,74.55,,,,,
438,08/20/23 04:45:43 PM,7.72,74.70,,,,,
439,08/20/23 04:55:43 PM,7.96,74.80,,,,,
440,08/20/23 05:05:43 PM,7.86,74.80,,,,,
441,08/20/23 05:15:43 PM,7.57,74.80,,,,,
442,08/20/23 05:25:43 PM,7.42,74.73,,,,,
443,08/20/23 05:35:43 PM,7.46,74.73,,,,,
444,08/20/23 05:45:43 PM,7.78,74.88,,,,,
445,08/20/23 05:55:43 PM,7.80,74.95,,,,,
446,08/20/23 06:05:43 PM,7.70,74.88,,,,,
447,08/20/23 06:15:43 PM,7.79,74.88,,,,,
448,08/20/23 06:25:43 PM,7.78,74.84,,,,,
449,08/20/23 06:35:43 PM,7.85,74.84,,,,,
450,08/20/23 06:45:43 PM,7.80,74.66,,,,,
451,08/20/23 06:55:43 PM,7.65,74.70,,,,,
