"Plot Title: 6-13-25 at EMF"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
209,06/15/25 02:46:09 PM,10.51,72.36,,,,
210,06/15/25 03:01:09 PM,10.83,72.36,,,,
211,06/15/25 03:16:09 PM,10.95,72.39,,,,
212,06/15/25 03:31:09 PM,11.21,72.39,,,,
213,06/15/25 03:46:09 PM,11.45,72.39,,,,
214,06/15/25 04:01:09 PM,10.33,72.39,,,,
215,06/15/25 04:16:09 PM,10.42,72.36,,,,
216,06/15/25 04:31:09 PM,10.29,72.39,,,,
217,06/15/25 04:46:09 PM,10.41,72.39,,,,
218,06/15/25 05:01:09 PM,9.52,72.36,,,,
219,06/15/25 05:16:09 PM,9.20,72.32,,,,
220,06/15/25 05:31:09 PM,9.05,72.32,,,,
221,06/15/25 05:46:09 PM,9.15,72.32,,,,
222,06/15/25 06:01:09 PM,9.08,72.36,,,,
223,06/15/25 06:16:09 PM,9.02,72.32,,,,
224,06/15/25 06:31:09 PM,8.98,72.32,,,,
225,06/15/25 06:46:09 PM,8.99,72.28,,,,
226,06/15/25 07:01:09 PM,8.74,72.32,,,,
227,06/15/25 07:16:09 PM,8.87,72.32,,,,
228,06/15/25 07:31:09 PM,8.78,72.32,,,,
229,06/15/25 07:46:09 PM,8.93,72.36,,,,
230,06/15/25 08:01:09 PM,9.19,72.39,,,,
231,06/15/25 08:16:09 PM,9.19,72.39,,,,
232,06/15/25 08:31:09 PM,8.98,72.39,,,,
233,06/15/25 08:46:09 PM,9.11,72.43,,,,
234,06/15/25 09:01:09 PM,8.93,72.43,,,,
235,06/15/25 09:16:09 PM,8.68,72.43,,,,
236,06/15/25 09:31:09 PM,8.39,72.39,,,,
237,06/15/25 09:46:09 PM,8.33,72.36,,,,
238,06/15/25 10:01:09 PM,8.22,72.36,,,,
239,06/15/25 10:16:09 PM,8.04,72.32,,,,
240,06/15/25 10:31:09 PM,8.24,72.32,,,,
241,06/15/25 10:46:09 PM,8.15,72.32,,,,
242,06/15/25 11:01:09 PM,8.07,72.32,,,,
243,06/15/25 11:16:09 PM,8.13,72.32,,,,
244,06/15/25 11:31:09 PM,8.46,72.32,,,,
245,06/15/25 11:46:09 PM,8.69,72.32,,,,
246,06/16/25 12:01:09 AM,8.38,72.32,,,,
247,06/16/25 12:16:09 AM,8.79,72.32,,,,
248,06/16/25 12:31:09 AM,9.00,72.32,,,,
249,06/16/25 12:46:09 AM,9.42,72.32,,,,
250,06/16/25 01:01:09 AM,10.10,72.32,,,,
251,06/16/25 01:16:09 AM,9.99,72.32,,,,
252,06/16/25 01:31:09 AM,10.03,72.32,,,,
253,06/16/25 01:46:09 AM,10.79,72.32,,,,
254,06/16/25 02:01:09 AM,10.55,72.32,,,,
255,06/16/25 02:16:09 AM,8.63,72.32,,,,
256,06/16/25 02:31:09 AM,10.10,72.39,,,,
257,06/16/25 02:46:09 AM,9.33,72.36,,,,
258,06/16/25 03:01:09 AM,8.91,72.39,,,,
259,06/16/25 03:16:09 AM,9.08,72.43,,,,
260,06/16/25 03:31:09 AM,9.16,72.36,,,,
261,06/16/25 03:46:09 AM,8.21,72.28,,,,
262,06/16/25 04:01:09 AM,9.65,72.28,,,,
263,06/16/25 04:16:09 AM,9.20,72.25,,,,
264,06/16/25 04:31:09 AM,9.53,72.21,,,,
265,06/16/25 04:46:09 AM,9.32,72.14,,,,
266,06/16/25 05:01:09 AM,9.36,72.10,,,,
267,06/16/25 05:16:09 AM,9.11,72.10,,,,
268,06/16/25 05:31:09 AM,8.85,72.03,,,,
269,06/16/25 05:46:09 AM,9.16,72.00,,,,
270,06/16/25 06:01:09 AM,9.07,72.00,,,,
271,06/16/25 06:16:09 AM,8.99,71.92,,,,
272,06/16/25 06:31:09 AM,8.91,71.89,,,,
273,06/16/25 06:46:09 AM,8.63,71.89,,,,
274,06/16/25 07:01:09 AM,8.89,71.85,,,,
275,06/16/25 07:16:09 AM,8.99,71.85,,,,
276,06/16/25 07:31:09 AM,8.86,71.85,,,,
277,06/16/25 07:46:09 AM,9.04,71.85,,,,
278,06/16/25 08:01:09 AM,8.90,71.85,,,,
279,06/16/25 08:16:09 AM,8.62,71.85,,,,
280,06/16/25 08:31:09 AM,8.78,71.85,,,,
281,06/16/25 08:46:09 AM,8.66,71.85,,,,
282,06/16/25 09:01:09 AM,8.57,71.85,,,,
283,06/16/25 09:16:09 AM,8.26,71.78,,,,
284,06/16/25 09:31:09 AM,5.26,71.71,,,,
285,06/16/25 09:46:09 AM,6.43,71.64,,,,
286,06/16/25 10:01:09 AM,7.01,71.56,,,,
287,06/16/25 10:16:09 AM,8.18,71.49,,,,
288,06/16/25 10:31:09 AM,8.29,71.53,,,,
289,06/16/25 10:46:09 AM,8.33,71.56,,,,
290,06/16/25 11:01:09 AM,8.18,71.53,,,,
291,06/16/25 11:16:09 AM,8.47,71.56,,,,
292,06/16/25 11:31:09 AM,8.45,71.64,,,,
293,06/16/25 11:46:09 AM,8.59,71.71,,,,
294,06/16/25 12:01:09 PM,8.61,71.89,,,,
295,06/16/25 12:16:09 PM,8.01,71.89,,,,
296,06/16/25 12:31:09 PM,8.18,71.89,,,,
297,06/16/25 12:46:09 PM,8.86,72.00,,,,
298,06/16/25 01:01:09 PM,9.50,72.10,,,,
299,06/16/25 01:16:09 PM,9.69,72.21,,,,
300,06/16/25 01:31:09 PM,9.05,72.10,,,,
301,06/16/25 01:46:09 PM,8.29,72.03,,,,
302,06/16/25 02:01:09 PM,8.26,71.85,,,,
303,06/16/25 02:16:09 PM,8.31,71.85,,,,
304,06/16/25 02:31:09 PM,8.61,71.85,,,,
305,06/16/25 02:46:09 PM,8.80,71.92,,,,
306,06/16/25 03:01:09 PM,8.97,71.96,,,,
307,06/16/25 03:16:09 PM,9.05,72.07,,,,
308,06/16/25 03:31:09 PM,9.09,72.07,,,,
309,06/16/25 03:46:09 PM,9.18,72.10,,,,
310,06/16/25 04:01:09 PM,9.23,72.10,,,,
311,06/16/25 04:16:09 PM,9.33,72.07,,,,
312,06/16/25 04:31:09 PM,9.41,72.10,,,,
313,06/16/25 04:46:09 PM,9.35,72.10,,,,
314,06/16/25 05:01:09 PM,9.40,72.07,,,,
315,06/16/25 05:16:09 PM,9.35,72.10,,,,
316,06/16/25 05:31:09 PM,9.70,72.25,,,,
317,06/16/25 05:46:09 PM,9.52,72.10,,,,
318,06/16/25 06:01:09 PM,9.37,72.10,,,,
319,06/16/25 06:16:09 PM,9.30,72.14,,,,
320,06/16/25 06:31:09 PM,8.97,72.18,,,,
321,06/16/25 06:46:09 PM,8.78,72.10,,,,
322,06/16/25 07:01:09 PM,8.69,72.00,,,,
323,06/16/25 07:16:09 PM,8.65,71.96,,,,
324,06/16/25 07:31:09 PM,8.67,71.96,,,,
325,06/16/25 07:46:09 PM,9.14,71.96,,,,
326,06/16/25 08:01:09 PM,9.06,72.00,,,,
327,06/16/25 08:16:09 PM,9.27,72.00,,,,
328,06/16/25 08:31:09 PM,9.08,72.03,,,,
329,06/16/25 08:46:09 PM,9.06,72.07,,,,
330,06/16/25 09:01:09 PM,8.90,72.14,,,,
331,06/16/25 09:16:09 PM,8.83,72.14,,,,
332,06/16/25 09:31:09 PM,8.98,72.14,,,,
333,06/16/25 09:46:09 PM,8.33,72.10,,,,
334,06/16/25 10:01:09 PM,8.44,72.07,,,,
335,06/16/25 10:16:09 PM,8.76,72.00,,,,
336,06/16/25 10:31:09 PM,8.56,71.96,,,,
337,06/16/25 10:46:09 PM,8.55,72.00,,,,
338,06/16/25 11:01:09 PM,8.11,72.03,,,,
339,06/16/25 11:16:09 PM,7.07,72.03,,,,
340,06/16/25 11:31:09 PM,8.24,72.03,,,,
341,06/16/25 11:46:09 PM,7.95,72.03,,,,
342,06/17/25 12:01:09 AM,7.61,72.07,,,,
343,06/17/25 12:16:09 AM,7.51,72.18,,,,
344,06/17/25 12:31:09 AM,7.96,72.21,,,,
345,06/17/25 12:46:09 AM,8.08,72.14,,,,
346,06/17/25 01:01:09 AM,8.12,72.14,,,,
347,06/17/25 01:16:09 AM,8.71,72.10,,,,
348,06/17/25 01:31:09 AM,8.91,72.10,,,,
349,06/17/25 01:46:09 AM,8.85,72.14,,,,
350,06/17/25 02:01:09 AM,8.75,72.14,,,,
351,06/17/25 02:16:09 AM,8.79,72.10,,,,
352,06/17/25 02:31:09 AM,8.72,72.14,,,,
353,06/17/25 02:46:09 AM,8.56,72.10,,,,
354,06/17/25 03:01:09 AM,8.68,72.07,,,,
355,06/17/25 03:16:09 AM,8.59,72.03,,,,
356,06/17/25 03:31:09 AM,8.51,72.03,,,,
357,06/17/25 03:46:09 AM,8.59,72.03,,,,
358,06/17/25 04:01:09 AM,8.61,72.07,,,,
359,06/17/25 04:16:09 AM,8.53,72.07,,,,
360,06/17/25 04:31:09 AM,8.50,72.03,,,,
361,06/17/25 04:46:09 AM,8.19,72.21,,,,
362,06/17/25 05:01:09 AM,8.78,72.46,,,,
363,06/17/25 05:16:09 AM,8.11,72.50,,,,
364,06/17/25 05:31:09 AM,8.62,72.43,,,,
365,06/17/25 05:46:09 AM,8.27,72.43,,,,
366,06/17/25 06:01:09 AM,8.06,72.39,,,,
367,06/17/25 06:16:09 AM,9.56,72.50,,,,
368,06/17/25 06:31:09 AM,8.58,72.43,,,,
369,06/17/25 06:46:09 AM,8.95,72.46,,,,
370,06/17/25 07:01:09 AM,8.85,72.46,,,,
371,06/17/25 07:16:09 AM,9.34,72.39,,,,
372,06/17/25 07:31:09 AM,8.36,72.39,,,,
373,06/17/25 07:46:09 AM,8.89,72.32,,,,
374,06/17/25 08:01:09 AM,9.02,72.39,,,,
375,06/17/25 08:16:09 AM,8.33,72.32,,,,
376,06/17/25 08:31:09 AM,8.71,72.32,,,,
377,06/17/25 08:46:09 AM,9.00,72.32,,,,
378,06/17/25 09:01:09 AM,9.12,72.32,,,,
379,06/17/25 09:16:09 AM,9.27,72.36,,,,
380,06/17/25 09:31:09 AM,8.85,72.32,,,,
381,06/17/25 09:46:09 AM,9.06,72.32,,,,
382,06/17/25 10:01:09 AM,8.91,72.32,,,,
383,06/17/25 10:16:09 AM,9.11,72.32,,,,
384,06/17/25 10:31:09 AM,9.15,72.32,,,,
385,06/17/25 10:46:09 AM,9.17,72.32,,,,
386,06/17/25 11:01:09 AM,8.99,72.36,,,,
387,06/17/25 11:16:09 AM,9.09,72.36,,,,
388,06/17/25 11:31:09 AM,8.76,72.32,,,,
389,06/17/25 11:46:09 AM,9.06,72.28,,,,
390,06/17/25 12:01:09 PM,8.95,72.32,,,,
391,06/17/25 12:16:09 PM,9.03,72.36,,,,
392,06/17/25 12:31:09 PM,9.03,72.39,,,,
393,06/17/25 12:46:09 PM,9.37,72.39,,,,
394,06/17/25 01:01:09 PM,9.05,72.39,,,,
395,06/17/25 01:16:09 PM,9.24,72.39,,,,
396,06/17/25 01:31:09 PM,9.08,72.36,,,,
397,06/17/25 01:46:09 PM,9.13,72.39,,,,
398,06/17/25 02:01:09 PM,9.28,72.39,,,,
399,06/17/25 02:16:09 PM,9.17,72.46,,,,
400,06/17/25 02:31:09 PM,9.24,72.46,,,,
401,06/17/25 02:46:09 PM,9.23,72.50,,,,
402,06/17/25 03:01:09 PM,9.16,72.57,,,,
403,06/17/25 03:16:09 PM,9.35,72.57,,,,
404,06/17/25 03:31:09 PM,9.27,72.54,,,,
405,06/17/25 03:46:09 PM,9.25,72.57,,,,
406,06/17/25 04:01:09 PM,9.23,72.57,,,,
407,06/17/25 04:16:09 PM,9.37,72.57,,,,
408,06/17/25 04:31:09 PM,9.11,72.54,,,,
409,06/17/25 04:46:09 PM,8.70,72.54,,,,
410,06/17/25 05:01:09 PM,7.90,72.46,,,,
411,06/17/25 05:16:09 PM,9.05,72.54,,,,
412,06/17/25 05:31:09 PM,9.40,72.54,,,,
413,06/17/25 05:46:09 PM,9.06,72.50,,,,
414,06/17/25 06:01:09 PM,9.17,72.54,,,,
415,06/17/25 06:16:09 PM,9.38,72.54,,,,
416,06/17/25 06:31:09 PM,9.35,72.50,,,,
417,06/17/25 06:46:09 PM,9.23,72.50,,,,
418,06/17/25 07:01:09 PM,9.32,72.50,,,,
419,06/17/25 07:16:09 PM,9.31,72.50,,,,
420,06/17/25 07:31:09 PM,9.28,72.46,,,,
421,06/17/25 07:46:09 PM,9.22,72.46,,,,
422,06/17/25 08:01:09 PM,9.20,72.43,,,,
423,06/17/25 08:16:09 PM,9.08,72.43,,,,
424,06/17/25 08:31:09 PM,9.14,72.39,,,,
425,06/17/25 08:46:09 PM,9.21,72.36,,,,
426,06/17/25 09:01:09 PM,8.93,72.36,,,,
427,06/17/25 09:16:09 PM,9.07,72.32,,,,
428,06/17/25 09:31:09 PM,8.97,72.28,,,,
429,06/17/25 09:46:09 PM,8.95,72.25,,,,
430,06/17/25 10:01:09 PM,8.84,72.25,,,,
431,06/17/25 10:16:09 PM,8.62,72.21,,,,
432,06/17/25 10:31:09 PM,8.66,72.18,,,,
433,06/17/25 10:46:09 PM,8.63,72.18,,,,
434,06/17/25 11:01:09 PM,8.55,72.18,,,,
435,06/17/25 11:16:09 PM,8.45,72.14,,,,
436,06/17/25 11:31:09 PM,8.49,72.14,,,,
437,06/17/25 11:46:09 PM,8.62,72.10,,,,
438,06/18/25 12:01:09 AM,8.45,72.10,,,,
439,06/18/25 12:16:09 AM,8.60,72.07,,,,
440,06/18/25 12:31:09 AM,8.61,72.07,,,,
441,06/18/25 12:46:09 AM,8.58,72.03,,,,
442,06/18/25 01:01:09 AM,8.54,72.03,,,,
443,06/18/25 01:16:09 AM,8.53,72.03,,,,
444,06/18/25 01:31:09 AM,7.99,72.00,,,,
445,06/18/25 01:46:09 AM,8.23,72.00,,,,
446,06/18/25 02:01:09 AM,8.02,72.00,,,,
447,06/18/25 02:16:09 AM,8.11,71.96,,,,
448,06/18/25 02:31:09 AM,8.19,71.96,,,,
449,06/18/25 02:46:09 AM,8.04,71.92,,,,
450,06/18/25 03:01:09 AM,7.84,71.92,,,,
451,06/18/25 03:16:09 AM,8.12,71.89,,,,
452,06/18/25 03:31:09 AM,8.13,71.89,,,,
453,06/18/25 03:46:09 AM,8.18,71.89,,,,
454,06/18/25 04:01:09 AM,8.16,71.85,,,,
455,06/18/25 04:16:09 AM,8.07,71.85,,,,
456,06/18/25 04:31:09 AM,8.04,71.82,,,,
457,06/18/25 04:46:09 AM,7.94,71.82,,,,
458,06/18/25 05:01:09 AM,8.01,71.78,,,,
459,06/18/25 05:16:09 AM,7.98,71.78,,,,
460,06/18/25 05:31:09 AM,7.89,71.74,,,,
461,06/18/25 05:46:09 AM,7.99,71.71,,,,
462,06/18/25 06:01:09 AM,7.39,71.71,,,,
463,06/18/25 06:16:09 AM,7.63,71.67,,,,
464,06/18/25 06:31:09 AM,7.41,71.67,,,,
465,06/18/25 06:46:09 AM,7.15,71.64,,,,
466,06/18/25 07:01:09 AM,7.51,71.64,,,,
467,06/18/25 07:16:09 AM,7.21,71.64,,,,
468,06/18/25 07:31:09 AM,6.78,71.60,,,,
