"Plot Title: At EMF 7-3-25"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Host Connected (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
74,07/04/25 05:23:02 AM,7.28,80.06,,,,,
75,07/04/25 05:38:02 AM,7.46,80.02,,,,,
76,07/04/25 05:53:02 AM,7.49,79.95,,,,,
77,07/04/25 06:08:02 AM,7.36,79.92,,,,,
78,07/04/25 06:23:02 AM,7.46,79.88,,,,,
79,07/04/25 06:38:02 AM,7.49,79.81,,,,,
80,07/04/25 06:53:02 AM,7.48,79.77,,,,,
81,07/04/25 07:08:02 AM,7.33,79.74,,,,,
82,07/04/25 07:23:02 AM,7.45,79.70,,,,,
83,07/04/25 07:38:02 AM,7.41,79.66,,,,,
84,07/04/25 07:53:02 AM,7.30,79.63,,,,,
85,07/04/25 08:08:02 AM,7.26,79.63,,,,,
86,07/04/25 08:23:02 AM,7.39,79.66,,,,,
87,07/04/25 08:38:02 AM,7.21,79.66,,,,,
88,07/04/25 08:53:02 AM,7.12,79.70,,,,,
89,07/04/25 09:08:02 AM,6.12,79.52,,,,,
90,07/04/25 09:23:02 AM,6.32,79.45,,,,,
91,07/04/25 09:38:02 AM,6.22,79.45,,,,,
92,07/04/25 09:53:02 AM,5.50,79.66,,,,,
93,07/04/25 10:08:02 AM,6.90,79.81,,,,,
94,07/04/25 10:23:02 AM,6.89,79.88,,,,,
95,07/04/25 10:38:02 AM,6.88,79.92,,,,,
96,07/04/25 10:53:02 AM,6.87,79.99,,,,,
97,07/04/25 11:08:02 AM,6.79,80.02,,,,,
98,07/04/25 11:23:02 AM,6.94,80.10,,,,,
99,07/04/25 11:38:02 AM,6.98,80.17,,,,,
100,07/04/25 11:53:02 AM,7.14,80.24,,,,,
101,07/04/25 12:08:02 PM,7.26,80.31,,,,,
102,07/04/25 12:23:02 PM,7.16,80.38,,,,,
103,07/04/25 12:38:02 PM,6.98,80.31,,,,,
104,07/04/25 12:53:02 PM,7.24,80.38,,,,,
105,07/04/25 01:08:02 PM,7.00,80.35,,,,,
106,07/04/25 01:23:02 PM,6.98,80.35,,,,,
107,07/04/25 01:38:02 PM,6.95,80.38,,,,,
108,07/04/25 01:53:02 PM,7.06,80.46,,,,,
109,07/04/25 02:08:02 PM,7.15,80.53,,,,,
110,07/04/25 02:23:02 PM,7.30,80.64,,,,,
111,07/04/25 02:38:02 PM,7.21,80.67,,,,,
112,07/04/25 02:53:02 PM,7.30,80.74,,,,,
113,07/04/25 03:08:02 PM,7.47,80.85,,,,,
114,07/04/25 03:23:02 PM,7.40,80.92,,,,,
115,07/04/25 03:38:02 PM,7.58,81.03,,,,,
116,07/04/25 03:53:02 PM,7.57,81.14,,,,,
117,07/04/25 04:08:02 PM,7.70,81.28,,,,,
118,07/04/25 04:23:02 PM,7.90,81.46,,,,,
119,07/04/25 04:38:02 PM,7.64,81.46,,,,,
120,07/04/25 04:53:02 PM,7.73,81.57,,,,,
121,07/04/25 05:08:02 PM,7.70,81.64,,,,,
122,07/04/25 05:23:02 PM,8.17,81.68,,,,,
123,07/04/25 05:38:02 PM,8.04,81.68,,,,,
124,07/04/25 05:53:02 PM,8.01,81.61,,,,,
125,07/04/25 06:08:02 PM,7.98,81.54,,,,,
126,07/04/25 06:23:02 PM,7.96,81.54,,,,,
127,07/04/25 06:38:02 PM,7.96,81.50,,,,,
128,07/04/25 06:53:02 PM,7.96,81.50,,,,,
129,07/04/25 07:08:02 PM,8.11,81.43,,,,,
130,07/04/25 07:23:02 PM,8.08,81.39,,,,,
131,07/04/25 07:38:02 PM,8.05,81.32,,,,,
132,07/04/25 07:53:02 PM,7.79,81.25,,,,,
133,07/04/25 08:08:02 PM,7.81,81.21,,,,,
134,07/04/25 08:23:02 PM,7.94,81.21,,,,,
135,07/04/25 08:38:02 PM,8.10,81.18,,,,,
136,07/04/25 08:53:02 PM,8.23,81.18,,,,,
137,07/04/25 09:08:02 PM,8.09,81.10,,,,,
138,07/04/25 09:23:02 PM,7.91,81.03,,,,,
139,07/04/25 09:38:02 PM,8.17,81.00,,,,,
140,07/04/25 09:53:02 PM,8.05,80.96,,,,,
141,07/04/25 10:08:02 PM,7.91,80.89,,,,,
142,07/04/25 10:23:02 PM,7.87,80.85,,,,,
143,07/04/25 10:38:02 PM,7.76,80.78,,,,,
144,07/04/25 10:53:02 PM,7.67,80.71,,,,,
145,07/04/25 11:08:02 PM,7.56,80.67,,,,,
146,07/04/25 11:23:02 PM,7.44,80.60,,,,,
147,07/04/25 11:38:02 PM,7.34,80.53,,,,,
148,07/04/25 11:53:02 PM,7.37,80.46,,,,,
149,07/05/25 12:08:02 AM,7.21,80.38,,,,,
150,07/05/25 12:23:02 AM,7.15,80.38,,,,,
151,07/05/25 12:38:02 AM,7.21,80.31,,,,,
152,07/05/25 12:53:02 AM,7.10,80.24,,,,,
153,07/05/25 01:08:02 AM,7.13,80.17,,,,,
154,07/05/25 01:23:02 AM,6.93,80.06,,,,,
155,07/05/25 01:38:02 AM,6.97,80.06,,,,,
156,07/05/25 01:53:02 AM,6.95,79.99,,,,,
157,07/05/25 02:08:02 AM,6.94,79.88,,,,,
158,07/05/25 02:23:02 AM,6.90,79.81,,,,,
159,07/05/25 02:38:02 AM,6.83,79.74,,,,,
160,07/05/25 02:53:02 AM,6.75,79.66,,,,,
161,07/05/25 03:08:02 AM,6.77,79.56,,,,,
162,07/05/25 03:23:02 AM,6.61,79.48,,,,,
163,07/05/25 03:38:02 AM,6.52,79.45,,,,,
164,07/05/25 03:53:02 AM,6.50,79.38,,,,,
165,07/05/25 04:08:02 AM,6.47,79.30,,,,,
166,07/05/25 04:23:02 AM,6.15,79.23,,,,,
167,07/05/25 04:38:02 AM,6.33,79.16,,,,,
168,07/05/25 04:53:02 AM,5.65,79.09,,,,,
169,07/05/25 05:08:02 AM,6.24,79.02,,,,,
170,07/05/25 05:23:02 AM,6.18,78.94,,,,,
171,07/05/25 05:38:02 AM,6.11,78.84,,,,,
172,07/05/25 05:53:02 AM,6.15,78.76,,,,,
173,07/05/25 06:08:02 AM,6.11,78.73,,,,,
174,07/05/25 06:23:02 AM,6.13,78.66,,,,,
175,07/05/25 06:38:02 AM,6.08,78.58,,,,,
176,07/05/25 06:53:02 AM,6.05,78.51,,,,,
177,07/05/25 07:08:02 AM,5.92,78.44,,,,,
178,07/05/25 07:23:02 AM,6.00,78.40,,,,,
179,07/05/25 07:38:02 AM,5.95,78.40,,,,,
180,07/05/25 07:53:02 AM,6.03,78.37,,,,,
181,07/05/25 08:08:02 AM,6.03,78.40,,,,,
182,07/05/25 08:23:02 AM,5.96,78.40,,,,,
183,07/05/25 08:38:02 AM,5.99,78.44,,,,,
184,07/05/25 08:53:02 AM,5.80,78.40,,,,,
185,07/05/25 09:08:02 AM,5.34,78.26,,,,,
186,07/05/25 09:23:02 AM,5.42,78.15,,,,,
187,07/05/25 09:38:02 AM,5.63,78.08,,,,,
188,07/05/25 09:53:02 AM,5.61,78.04,,,,,
189,07/05/25 10:08:02 AM,5.42,78.04,,,,,
190,07/05/25 10:23:02 AM,5.41,78.04,,,,,
191,07/05/25 10:38:02 AM,4.88,78.08,,,,,
192,07/05/25 10:53:02 AM,4.71,78.08,,,,,
193,07/05/25 11:08:02 AM,4.75,78.04,,,,,
194,07/05/25 11:23:02 AM,4.88,78.04,,,,,
195,07/05/25 11:38:02 AM,5.00,77.94,,,,,
196,07/05/25 11:53:02 AM,5.00,77.86,,,,,
197,07/05/25 12:08:02 PM,5.12,77.86,,,,,
198,07/05/25 12:23:02 PM,5.23,77.86,,,,,
199,07/05/25 12:38:02 PM,5.18,77.86,,,,,
200,07/05/25 12:53:02 PM,5.01,77.86,,,,,
201,07/05/25 01:08:02 PM,4.74,77.90,,,,,
202,07/05/25 01:23:02 PM,4.74,77.83,,,,,
203,07/05/25 01:38:02 PM,4.42,77.76,,,,,
204,07/05/25 01:53:02 PM,4.32,77.68,,,,,
205,07/05/25 02:08:02 PM,4.49,77.76,,,,,
206,07/05/25 02:23:02 PM,4.59,77.79,,,,,
207,07/05/25 02:38:02 PM,4.14,77.83,,,,,
208,07/05/25 02:53:02 PM,3.93,77.86,,,,,
209,07/05/25 03:08:02 PM,3.95,77.90,,,,,
210,07/05/25 03:23:02 PM,4.11,77.90,,,,,
211,07/05/25 03:38:02 PM,4.20,78.01,,,,,
212,07/05/25 03:53:02 PM,4.21,78.08,,,,,
213,07/05/25 04:08:02 PM,4.16,78.01,,,,,
214,07/05/25 04:23:02 PM,4.39,77.90,,,,,
215,07/05/25 04:38:02 PM,4.30,77.94,,,,,
216,07/05/25 04:53:02 PM,4.35,78.01,,,,,
217,07/05/25 05:08:02 PM,4.25,78.04,,,,,
218,07/05/25 05:23:02 PM,4.26,77.97,,,,,
219,07/05/25 05:38:02 PM,4.38,77.94,,,,,
220,07/05/25 05:53:02 PM,4.32,77.97,,,,,
221,07/05/25 06:08:02 PM,4.40,78.01,,,,,
222,07/05/25 06:23:02 PM,4.34,77.97,,,,,
223,07/05/25 06:38:02 PM,4.25,78.08,,,,,
224,07/05/25 06:53:02 PM,4.22,78.04,,,,,
225,07/05/25 07:08:02 PM,4.25,78.04,,,,,
226,07/05/25 07:23:02 PM,3.93,78.01,,,,,
227,07/05/25 07:38:02 PM,3.57,77.94,,,,,
228,07/05/25 07:53:02 PM,3.57,77.94,,,,,
229,07/05/25 08:08:02 PM,3.65,78.01,,,,,
230,07/05/25 08:23:02 PM,3.78,78.01,,,,,
231,07/05/25 08:38:02 PM,4.16,78.22,,,,,
232,07/05/25 08:53:02 PM,4.18,78.26,,,,,
233,07/05/25 09:08:02 PM,3.86,78.12,,,,,
234,07/05/25 09:23:02 PM,3.53,78.04,,,,,
235,07/05/25 09:38:02 PM,3.62,78.01,,,,,
236,07/05/25 09:53:02 PM,3.75,78.01,,,,,
237,07/05/25 10:08:02 PM,3.80,78.01,,,,,
238,07/05/25 10:23:02 PM,3.60,78.04,,,,,
239,07/05/25 10:38:02 PM,3.61,78.08,,,,,
240,07/05/25 10:53:02 PM,3.54,78.08,,,,,
241,07/05/25 11:08:02 PM,3.44,78.12,,,,,
242,07/05/25 11:23:02 PM,3.17,78.08,,,,,
243,07/05/25 11:38:02 PM,3.19,78.04,,,,,
244,07/05/25 11:53:02 PM,2.84,78.04,,,,,
245,07/06/25 12:08:02 AM,2.35,77.97,,,,,
246,07/06/25 12:23:02 AM,2.27,77.90,,,,,
247,07/06/25 12:38:02 AM,2.35,77.97,,,,,
248,07/06/25 12:53:02 AM,2.33,78.01,,,,,
249,07/06/25 01:08:02 AM,2.40,78.08,,,,,
250,07/06/25 01:23:02 AM,2.25,78.08,,,,,
251,07/06/25 01:38:02 AM,2.41,78.04,,,,,
252,07/06/25 01:53:02 AM,2.43,78.04,,,,,
253,07/06/25 02:08:02 AM,2.15,78.04,,,,,
254,07/06/25 02:23:02 AM,2.05,78.01,,,,,
255,07/06/25 02:38:02 AM,2.09,77.97,,,,,
256,07/06/25 02:53:02 AM,2.08,77.97,,,,,
257,07/06/25 03:08:02 AM,2.28,78.01,,,,,
258,07/06/25 03:23:02 AM,2.39,78.04,,,,,
259,07/06/25 03:38:02 AM,2.24,78.01,,,,,
260,07/06/25 03:53:02 AM,2.18,78.01,,,,,
261,07/06/25 04:08:02 AM,2.59,78.01,,,,,
262,07/06/25 04:23:02 AM,2.75,78.04,,,,,
263,07/06/25 04:38:02 AM,2.87,78.04,,,,,
264,07/06/25 04:53:02 AM,2.90,77.97,,,,,
265,07/06/25 05:08:02 AM,2.65,77.97,,,,,
266,07/06/25 05:23:02 AM,2.86,78.01,,,,,
267,07/06/25 05:38:02 AM,2.84,78.01,,,,,
268,07/06/25 05:53:02 AM,2.67,78.01,,,,,
269,07/06/25 06:08:02 AM,2.64,78.04,,,,,
270,07/06/25 06:23:02 AM,2.60,78.04,,,,,
271,07/06/25 06:38:02 AM,2.77,78.08,,,,,
272,07/06/25 06:53:02 AM,2.68,78.04,,,,,
273,07/06/25 07:08:02 AM,2.56,78.04,,,,,
274,07/06/25 07:23:02 AM,2.77,78.08,,,,,
275,07/06/25 07:38:02 AM,2.42,78.08,,,,,
276,07/06/25 07:53:02 AM,2.69,78.04,,,,,
277,07/06/25 08:08:02 AM,2.86,78.08,,,,,
278,07/06/25 08:23:02 AM,2.76,78.12,,,,,
279,07/06/25 08:38:02 AM,2.67,78.08,,,,,
280,07/06/25 08:53:02 AM,0.87,78.15,,,,,
281,07/06/25 09:08:02 AM,0.90,78.30,,,,,
282,07/06/25 09:23:02 AM,1.00,78.40,,,,,
283,07/06/25 09:38:02 AM,1.17,78.48,,,,,
284,07/06/25 09:53:02 AM,1.91,78.66,,,,,
285,07/06/25 10:08:02 AM,1.85,78.73,,,,,
286,07/06/25 10:23:02 AM,1.08,78.48,,,,,
287,07/06/25 10:38:02 AM,1.40,78.40,,,,,
288,07/06/25 10:53:02 AM,0.68,78.30,,,,,
289,07/06/25 11:08:02 AM,1.83,78.15,,,,,
290,07/06/25 11:23:02 AM,1.60,78.19,,,,,
291,07/06/25 11:38:02 AM,1.89,78.30,,,,,
292,07/06/25 11:53:02 AM,2.23,78.33,,,,,
293,07/06/25 12:08:02 PM,2.23,78.40,,,,,
294,07/06/25 12:23:02 PM,2.30,78.44,,,,,
295,07/06/25 12:38:02 PM,2.27,78.48,,,,,
296,07/06/25 12:53:02 PM,2.54,78.48,,,,,
297,07/06/25 01:08:02 PM,2.47,78.48,,,,,
298,07/06/25 01:23:02 PM,2.13,78.44,,,,,
299,07/06/25 01:38:02 PM,1.95,78.40,,,,,
300,07/06/25 01:53:02 PM,2.13,78.66,,,,,
301,07/06/25 02:08:02 PM,1.82,78.48,,,,,
302,07/06/25 02:23:02 PM,1.93,78.48,,,,,
303,07/06/25 02:38:02 PM,2.15,78.51,,,,,
304,07/06/25 02:53:02 PM,2.29,78.48,,,,,
305,07/06/25 03:08:02 PM,2.39,78.44,,,,,
306,07/06/25 03:23:02 PM,2.32,78.80,,,,,
307,07/06/25 03:38:02 PM,2.35,78.73,,,,,
308,07/06/25 03:53:02 PM,2.40,78.62,,,,,
309,07/06/25 04:08:02 PM,2.42,78.76,,,,,
310,07/06/25 04:23:02 PM,2.33,78.84,,,,,
311,07/06/25 04:38:02 PM,2.37,78.94,,,,,
312,07/06/25 04:53:02 PM,2.44,78.91,,,,,
313,07/06/25 05:08:02 PM,1.97,78.73,,,,,
314,07/06/25 05:23:02 PM,2.30,78.66,,,,,
315,07/06/25 05:38:02 PM,2.32,78.84,,,,,
316,07/06/25 05:53:02 PM,2.39,78.76,,,,,
317,07/06/25 06:08:02 PM,2.47,79.05,,,,,
318,07/06/25 06:23:02 PM,1.65,78.62,,,,,
319,07/06/25 06:38:02 PM,2.20,78.69,,,,,
320,07/06/25 06:53:02 PM,2.41,78.80,,,,,
321,07/06/25 07:08:02 PM,2.56,78.87,,,,,
322,07/06/25 07:23:02 PM,2.56,78.94,,,,,
323,07/06/25 07:38:02 PM,2.32,78.94,,,,,
324,07/06/25 07:53:02 PM,2.62,79.09,,,,,
325,07/06/25 08:08:02 PM,2.56,79.02,,,,,
326,07/06/25 08:23:02 PM,2.27,78.84,,,,,
327,07/06/25 08:38:02 PM,2.09,78.80,,,,,
328,07/06/25 08:53:02 PM,1.83,78.84,,,,,
329,07/06/25 09:08:02 PM,2.31,78.91,,,,,
330,07/06/25 09:23:02 PM,2.30,78.94,,,,,
331,07/06/25 09:38:02 PM,2.22,78.98,,,,,
332,07/06/25 09:53:02 PM,2.44,79.05,,,,,
333,07/06/25 10:08:02 PM,2.45,79.05,,,,,
334,07/06/25 10:23:02 PM,2.14,79.02,,,,,
335,07/06/25 10:38:02 PM,1.86,78.91,,,,,
336,07/06/25 10:53:02 PM,1.58,78.87,,,,,
337,07/06/25 11:08:02 PM,1.44,78.84,,,,,
338,07/06/25 11:23:02 PM,1.54,78.84,,,,,
339,07/06/25 11:38:02 PM,1.04,78.87,,,,,
340,07/06/25 11:53:02 PM,1.65,78.98,,,,,
341,07/07/25 12:08:02 AM,1.42,79.02,,,,,
342,07/07/25 12:23:02 AM,1.49,79.02,,,,,
343,07/07/25 12:38:02 AM,1.59,79.05,,,,,
344,07/07/25 12:53:02 AM,1.64,79.05,,,,,
345,07/07/25 01:08:02 AM,1.60,79.02,,,,,
346,07/07/25 01:23:02 AM,1.58,78.98,,,,,
347,07/07/25 01:38:02 AM,1.56,78.94,,,,,
348,07/07/25 01:53:02 AM,1.35,78.91,,,,,
349,07/07/25 02:08:02 AM,0.98,78.91,,,,,
350,07/07/25 02:23:02 AM,0.75,78.91,,,,,
351,07/07/25 02:38:02 AM,0.66,78.91,,,,,
352,07/07/25 02:53:02 AM,1.00,78.91,,,,,
353,07/07/25 03:08:02 AM,1.47,78.98,,,,,
354,07/07/25 03:23:02 AM,1.33,78.94,,,,,
355,07/07/25 03:38:02 AM,1.06,78.94,,,,,
356,07/07/25 03:53:02 AM,1.11,78.98,,,,,
357,07/07/25 04:08:02 AM,1.02,79.02,,,,,
358,07/07/25 04:23:02 AM,0.49,78.98,,,,,
359,07/07/25 04:38:02 AM,0.40,79.02,,,,,
360,07/07/25 04:53:02 AM,0.23,79.05,,,,,
361,07/07/25 05:08:02 AM,0.06,79.05,,,,,
362,07/07/25 05:23:02 AM,0.07,79.09,,,,,
363,07/07/25 05:38:02 AM,0.66,79.12,,,,,
364,07/07/25 05:53:02 AM,0.13,79.05,,,,,
365,07/07/25 06:08:02 AM,-0.00,79.05,,,,,
366,07/07/25 06:23:02 AM,0.12,79.05,,,,,
367,07/07/25 06:38:02 AM,0.34,79.05,,,,,
368,07/07/25 06:53:02 AM,0.12,79.05,,,,,
369,07/07/25 07:08:02 AM,0.60,79.05,,,,,
370,07/07/25 07:23:02 AM,0.23,79.09,,,,,
371,07/07/25 07:38:02 AM,0.12,79.09,,,,,
372,07/07/25 07:53:02 AM,0.13,79.09,,,,,
373,07/07/25 08:08:02 AM,0.09,79.16,,,,,
374,07/07/25 08:23:02 AM,0.04,79.12,,,,,
375,07/07/25 08:38:02 AM,0.11,79.20,,,,,
376,07/07/25 08:53:02 AM,0.31,79.27,,,,,
377,07/07/25 09:08:02 AM,0.77,79.41,,,,,
378,07/07/25 09:23:02 AM,1.06,79.52,,,,,
379,07/07/25 09:38:02 AM,0.59,79.56,,,,,
380,07/07/25 09:53:02 AM,0.46,79.52,,,,,
381,07/07/25 10:08:02 AM,0.19,79.34,,,,,
382,07/07/25 10:23:02 AM,0.13,79.20,,,,,
383,07/07/25 10:38:02 AM,0.11,79.09,,,,,
384,07/07/25 10:53:02 AM,0.16,79.16,,,,,
385,07/07/25 11:08:02 AM,0.22,79.27,,,,,
386,07/07/25 11:23:02 AM,0.22,79.27,,,,,
387,07/07/25 11:38:02 AM,0.32,79.27,,,,,
388,07/07/25 11:53:02 AM,0.40,79.34,,,,,
389,07/07/25 12:08:02 PM,0.44,79.52,,,,,
390,07/07/25 12:23:02 PM,0.52,79.63,,,,,
391,07/07/25 12:38:02 PM,0.76,79.77,,,,,
392,07/07/25 12:53:02 PM,0.68,79.74,,,,,
393,07/07/25 01:08:02 PM,0.63,79.74,,,,,
394,07/07/25 01:23:02 PM,0.40,79.63,,,,,
395,07/07/25 01:38:02 PM,0.50,79.59,,,,,
396,07/07/25 01:53:02 PM,0.38,79.56,,,,,
397,07/07/25 02:08:02 PM,0.40,79.30,,,,,
398,07/07/25 02:23:02 PM,0.49,79.41,,,,,
399,07/07/25 02:38:02 PM,1.06,79.74,,,,,
400,07/07/25 02:53:02 PM,1.33,79.99,,,,,
401,07/07/25 03:08:02 PM,1.16,80.06,,,,,
402,07/07/25 03:23:02 PM,0.87,79.92,,,,,
403,07/07/25 03:38:02 PM,0.72,79.77,,,,,
404,07/07/25 03:53:02 PM,0.98,79.84,,,,,
405,07/07/25 04:08:02 PM,1.33,80.02,,,,,
406,07/07/25 04:23:02 PM,0.81,80.06,,,,,
407,07/07/25 04:38:02 PM,0.86,79.95,,,,,
408,07/07/25 04:53:02 PM,0.72,79.74,,,,,
409,07/07/25 05:08:02 PM,0.56,79.63,,,,,
410,07/07/25 05:23:02 PM,0.70,79.66,,,,,
411,07/07/25 05:38:02 PM,0.83,79.52,,,,,
412,07/07/25 05:53:02 PM,0.79,79.59,,,,,
413,07/07/25 06:08:02 PM,0.71,79.77,,,,,
414,07/07/25 06:23:02 PM,1.15,80.20,,,,,
415,07/07/25 06:38:02 PM,0.90,80.17,,,,,
416,07/07/25 06:53:02 PM,1.26,80.38,,,,,
417,07/07/25 07:08:02 PM,1.20,80.31,,,,,
418,07/07/25 07:23:02 PM,0.80,80.13,,,,,
419,07/07/25 07:38:02 PM,0.58,79.92,,,,,
420,07/07/25 07:53:02 PM,0.48,79.77,,,,,
421,07/07/25 08:08:02 PM,0.38,79.74,,,,,
422,07/07/25 08:23:02 PM,0.36,79.84,,,,,
423,07/07/25 08:38:02 PM,0.41,79.92,,,,,
424,07/07/25 08:53:02 PM,0.27,79.88,,,,,
425,07/07/25 09:08:02 PM,0.27,79.99,,,,,
426,07/07/25 09:23:02 PM,0.35,79.81,,,,,
427,07/07/25 09:38:02 PM,0.22,79.70,,,,,
428,07/07/25 09:53:02 PM,0.37,79.77,,,,,
429,07/07/25 10:08:02 PM,0.60,80.02,,,,,
430,07/07/25 10:23:02 PM,1.10,80.28,,,,,
431,07/07/25 10:38:02 PM,0.72,80.31,,,,,
432,07/07/25 10:53:02 PM,-0.04,79.81,,,,,
433,07/07/25 11:08:02 PM,-0.04,79.63,,,,,
434,07/07/25 11:23:02 PM,-0.04,79.66,,,,,
435,07/07/25 11:38:02 PM,-0.04,79.81,,,,,
436,07/07/25 11:53:02 PM,-0.04,79.95,,,,,
437,07/08/25 12:08:02 AM,-0.04,80.13,,,,,
438,07/08/25 12:23:02 AM,-0.04,80.20,,,,,
439,07/08/25 12:38:02 AM,-0.04,80.20,,,,,
440,07/08/25 12:53:02 AM,-0.04,80.20,,,,,
441,07/08/25 01:08:02 AM,-0.04,80.17,,,,,
442,07/08/25 01:23:02 AM,-0.04,80.17,,,,,
443,07/08/25 01:38:02 AM,-0.04,80.13,,,,,
444,07/08/25 01:53:02 AM,-0.04,80.10,,,,,
445,07/08/25 02:08:02 AM,-0.04,79.99,,,,,
446,07/08/25 02:23:02 AM,-0.04,79.88,,,,,
447,07/08/25 02:38:02 AM,-0.04,79.81,,,,,
448,07/08/25 02:53:02 AM,-0.04,79.92,,,,,
449,07/08/25 03:08:02 AM,-0.04,79.95,,,,,
450,07/08/25 03:23:02 AM,-0.04,79.99,,,,,
451,07/08/25 03:38:02 AM,-0.04,80.02,,,,,
